user_id,watch_time,session_duration,visit_frequency,completion_rate,number_of_sessions,action_preference,family_preference,comedy_preference,drama_preference,primary_device,subscription_tier,weekend_watch_ratio,skip_intro_rate
USR_04716,3114.9,63.5,8,0.964,49,0.226,0.074,0.096,0.604,SmartTV,Standard,0.429,0.795
USR_04702,2658.4,77.7,6,0.92,34,0.099,0.083,0.18,0.638,SmartTV,Premium,0.515,0.889
USR_04119,1126.2,24.4,16,0.765,46,0.212,0.246,0.252,0.29,SmartTV,Premium,0.459,0.763
USR_01653,1084.2,71.2,12,0.666,15,0.03,0.66,0.31,0.0,SmartTV,Standard,0.523,0.364
USR_01484,1175.2,64.7,11,0.627,18,0.092,0.634,0.023,0.251,SmartTV,Standard,0.606,0.355
USR_02276,96.1,10.9,6,0.421,8,0.125,0.175,0.612,0.088,Mobile,Standard,0.315,0.27
USR_00878,2286.8,62.3,18,0.824,36,0.841,0.05,0.004,0.105,Tablet,Premium,0.563,0.815
USR_03526,1886.4,34.1,17,0.64,55,0.278,0.223,0.232,0.267,SmartTV,Basic,0.419,0.456
USR_02017,1011.5,53.5,8,0.737,18,0.051,0.626,0.287,0.036,Tablet,Premium,0.65,0.398
USR_00427,2577.9,43.5,19,0.852,59,0.821,0.122,0.057,0.0,Console,Standard,0.506,0.676
USR_00627,2745.4,55.0,26,1.0,49,0.651,0.051,0.0,0.298,SmartTV,Standard,0.435,0.879
USR_01590,582.4,55.0,9,0.686,10,0.073,0.786,0.142,-0.001,SmartTV,Basic,0.82,0.494
USR_02224,1154.8,37.8,9,0.676,30,0.0,0.766,0.147,0.087,SmartTV,Basic,0.796,0.33
USR_02218,815.9,37.3,8,0.716,21,0.079,0.793,0.128,0.0,Mobile,Premium,0.704,0.503
USR_04484,2781.9,76.9,19,0.992,36,0.202,0.169,0.117,0.512,Mobile,Premium,0.527,0.861
USR_01486,1023.4,59.0,4,0.653,17,0.108,0.691,0.128,0.073,SmartTV,Premium,0.666,0.32
USR_01740,1069.0,54.2,5,0.653,19,0.063,0.742,0.195,0.0,SmartTV,Standard,0.565,0.641
USR_02481,471.7,25.3,5,0.421,18,0.169,0.156,0.434,0.241,Mobile,Premium,0.243,0.29
USR_02585,486.4,20.2,7,0.442,24,0.103,0.15,0.551,0.196,SmartTV,Free,0.176,0.507
USR_02894,297.6,13.0,1,0.416,22,0.336,0.0,0.488,0.176,SmartTV,Free,0.431,0.026
USR_00150,2278.0,25.9,25,0.924,87,0.755,0.063,0.126,0.056,Web,Premium,0.295,0.808
USR_00677,3014.9,46.1,24,0.924,65,0.701,0.086,0.081,0.132,SmartTV,Basic,0.254,0.943
USR_01262,735.9,67.2,8,0.742,10,0.156,0.484,0.217,0.143,SmartTV,Basic,0.686,0.472
USR_04918,3349.4,90.8,13,0.99,36,0.169,0.046,0.132,0.653,Mobile,Basic,0.683,0.911
USR_00013,1954.3,48.2,22,0.85,40,0.64,0.063,0.047,0.25,Console,Basic,0.458,0.776
USR_01834,1007.9,43.4,8,0.666,23,0.073,0.643,0.016,0.268,SmartTV,Premium,0.762,0.449
USR_03249,342.1,13.1,4,0.723,26,0.195,0.067,0.738,0.0,SmartTV,Free,0.457,0.409
USR_01492,1041.4,46.3,5,0.671,22,0.129,0.676,0.194,0.001,SmartTV,Premium,0.754,0.384
USR_02728,497.0,13.9,4,0.57,35,0.128,0.166,0.52,0.186,Mobile,Free,0.281,0.117
USR_03687,1292.2,47.6,19,0.596,27,0.241,0.23,0.322,0.207,SmartTV,Premium,0.463,0.582
USR_01425,1210.0,53.5,7,0.782,22,0.032,0.698,0.128,0.142,SmartTV,Standard,0.556,0.37
USR_04606,3316.0,72.8,17,1.0,45,0.067,0.104,0.259,0.57,Console,Standard,0.394,0.884
USR_04596,3676.9,116.0,13,1.0,31,0.251,0.055,0.162,0.532,Mobile,Premium,0.51,0.99
USR_00732,3047.2,74.6,16,0.803,40,0.635,0.075,0.108,0.182,SmartTV,Standard,0.543,0.869
USR_01232,2162.7,55.1,24,0.783,39,0.697,0.054,0.056,0.193,SmartTV,Premium,0.355,0.822
USR_01635,857.7,70.3,8,0.635,12,0.04,0.713,0.081,0.166,Tablet,Premium,0.783,0.203
USR_03937,2472.4,36.2,22,0.832,65,0.283,0.312,0.243,0.162,Tablet,Premium,0.402,0.649
USR_01211,2715.6,63.7,21,0.899,42,0.682,0.111,0.0,0.207,SmartTV,Premium,0.413,0.941
USR_03269,420.3,9.1,13,0.496,35,0.282,0.167,0.444,0.107,Mobile,Free,0.334,0.317
USR_01935,577.8,48.0,5,0.724,12,0.104,0.603,0.198,0.095,SmartTV,Free,0.914,0.52
USR_00554,1861.5,63.7,19,1.0,29,0.691,0.023,0.072,0.214,SmartTV,Premium,0.439,0.812
USR_00492,1952.2,39.4,14,0.873,49,0.781,0.069,0.078,0.072,SmartTV,Standard,0.404,0.879
USR_02963,307.2,14.8,5,0.453,20,0.196,0.068,0.633,0.103,SmartTV,Basic,0.381,0.142
USR_02330,509.4,17.4,4,0.63,29,0.225,0.059,0.682,0.034,Tablet,Basic,0.17,0.0
USR_02196,1193.6,44.2,15,0.817,26,0.033,0.795,0.144,0.028,SmartTV,Premium,0.602,0.292
USR_03065,272.7,24.1,8,0.397,11,0.149,0.129,0.449,0.273,Mobile,Free,0.445,0.383
USR_00658,2804.2,50.6,24,0.8,55,0.885,0.001,0.067,0.047,Web,Standard,0.34,0.71
USR_02375,573.2,23.5,4,0.478,24,0.13,0.147,0.536,0.187,Tablet,Free,0.395,0.255
USR_02226,1381.0,45.7,12,0.69,30,0.086,0.706,0.152,0.056,Tablet,Standard,0.8,0.522
USR_04265,1473.3,41.7,24,0.691,35,0.321,0.191,0.201,0.287,Web,Premium,0.393,0.95
USR_01171,2104.5,38.7,19,0.86,54,0.567,0.052,0.146,0.235,Tablet,Basic,0.465,0.81
USR_00133,2985.8,73.7,22,0.835,40,0.779,0.031,0.19,0.0,SmartTV,Free,0.431,0.821
USR_00472,1936.6,47.1,21,0.824,41,0.8,0.044,0.157,-0.001,SmartTV,Standard,0.542,0.844
USR_03226,523.3,18.7,9,0.302,28,0.21,0.084,0.563,0.143,SmartTV,Basic,0.317,0.266
USR_01406,710.5,66.0,8,0.48,10,0.0,0.794,0.106,0.1,SmartTV,Free,0.724,0.434
USR_02877,227.0,16.6,10,0.289,13,0.114,0.045,0.813,0.028,SmartTV,Basic,0.406,0.259
USR_04505,3743.6,95.2,7,0.938,39,0.219,0.02,0.156,0.605,SmartTV,Premium,0.413,0.865
USR_04693,3089.3,71.5,17,0.935,43,0.324,0.051,0.181,0.444,Mobile,Standard,0.475,0.928
USR_02827,534.1,30.3,1,0.657,17,0.194,0.174,0.632,0.0,SmartTV,Free,0.538,0.191
USR_00288,2601.1,43.4,21,0.917,59,0.794,0.037,0.111,0.058,SmartTV,Premium,0.477,0.686
USR_01870,1299.7,60.2,9,0.692,21,0.104,0.683,0.141,0.072,SmartTV,Standard,0.667,0.349
USR_03115,416.5,25.1,7,0.341,16,0.201,0.157,0.442,0.2,Mobile,Basic,0.456,0.324
USR_03626,1280.4,38.0,15,0.71,33,0.314,0.203,0.331,0.152,Mobile,Basic,0.33,0.74
USR_02313,514.9,21.9,1,0.421,23,0.088,0.174,0.334,0.404,Mobile,Standard,0.328,0.382
USR_04924,3372.5,89.8,17,0.922,37,0.267,0.073,0.113,0.547,Web,Premium,0.6,0.946
USR_01619,1227.3,46.5,6,0.828,26,0.047,0.783,0.136,0.034,SmartTV,Standard,0.496,0.555
USR_00995,2961.3,56.6,28,0.96,52,0.838,0.062,0.1,0.0,SmartTV,Premium,0.481,0.819
USR_01804,1240.3,45.3,9,0.586,27,0.085,0.737,0.154,0.024,SmartTV,Standard,0.688,0.461
USR_02643,562.2,15.0,5,0.218,35,0.121,0.146,0.631,0.102,Tablet,Free,0.432,0.398
USR_04803,2885.6,83.3,17,0.997,34,0.287,0.041,0.133,0.539,SmartTV,Premium,0.581,0.927
USR_03536,2021.8,37.8,18,0.711,53,0.333,0.265,0.176,0.226,SmartTV,Premium,0.519,0.935
USR_04832,2069.4,102.2,15,0.961,20,0.27,0.159,0.119,0.452,SmartTV,Premium,0.424,0.917
USR_03912,2280.2,43.6,17,0.887,52,0.323,0.208,0.271,0.198,SmartTV,Standard,0.349,0.663
USR_02108,753.2,20.0,6,0.665,37,0.085,0.659,0.216,0.04,Console,Premium,0.53,0.283
USR_03045,303.5,25.5,7,0.578,11,0.144,0.078,0.652,0.126,Tablet,Basic,0.344,0.215
USR_00417,2126.6,50.1,19,0.794,42,0.791,0.083,0.125,0.001,SmartTV,Premium,0.486,0.876
USR_00978,3327.2,67.4,20,0.891,49,0.662,0.066,0.125,0.147,Web,Premium,0.461,0.935
USR_02418,396.5,12.5,2,0.392,31,0.344,0.065,0.592,-0.001,Tablet,Free,0.54,0.307
USR_00506,2395.9,60.7,15,0.848,39,0.757,0.07,0.16,0.013,SmartTV,Standard,0.358,0.81
USR_04153,1897.5,42.8,17,0.643,44,0.234,0.175,0.232,0.359,SmartTV,Premium,0.409,0.637
USR_04256,1250.2,54.0,17,0.808,23,0.24,0.125,0.172,0.463,SmartTV,Premium,0.625,0.578
USR_03942,1088.1,44.0,16,0.808,24,0.349,0.212,0.326,0.113,Tablet,Standard,0.386,0.591
USR_00415,2131.5,80.2,19,0.882,26,0.719,0.069,0.013,0.199,Tablet,Premium,0.376,0.763
USR_04149,1306.1,37.7,14,0.817,34,0.297,0.266,0.328,0.109,Console,Standard,0.264,0.559
USR_01184,2875.7,58.5,27,0.879,49,0.817,0.083,0.1,0.0,SmartTV,Standard,0.333,0.735
USR_00486,2420.7,49.2,31,0.878,49,0.654,0.055,0.126,0.165,Tablet,Standard,0.554,0.803
USR_00894,2026.5,73.5,16,0.887,27,0.77,0.093,0.095,0.042,SmartTV,Free,0.279,0.83
USR_00806,2262.5,67.6,18,0.844,33,0.815,0.059,0.126,0.0,Web,Basic,0.439,0.888
USR_00556,1592.7,47.1,19,0.841,33,0.745,0.035,0.11,0.11,SmartTV,Premium,0.449,0.777
USR_03826,2449.1,47.3,20,0.623,51,0.299,0.204,0.291,0.206,SmartTV,Basic,0.43,0.768
USR_01198,3024.1,61.6,20,0.793,49,0.762,0.051,0.152,0.035,SmartTV,Premium,0.445,0.979
USR_04254,1605.9,27.7,17,0.665,57,0.276,0.185,0.242,0.297,Mobile,Free,0.307,0.764
USR_04059,1802.9,50.5,18,0.685,35,0.279,0.308,0.267,0.146,Tablet,Standard,0.512,0.588
USR_01294,892.3,76.8,10,0.699,11,0.08,0.766,0.155,-0.001,SmartTV,Free,0.836,0.157
USR_02222,1289.2,46.9,13,0.79,27,0.093,0.706,0.201,0.0,Tablet,Basic,0.565,0.373
USR_03505,1416.2,51.5,19,0.687,27,0.342,0.245,0.181,0.232,SmartTV,Standard,0.25,0.488
USR_03655,2221.1,38.3,15,0.801,58,0.34,0.18,0.323,0.157,Mobile,Premium,0.405,0.711
USR_04759,2561.1,86.2,11,0.978,29,0.259,0.0,0.239,0.502,Web,Standard,0.498,0.89
USR_03007,508.6,6.9,2,0.668,35,0.2,0.174,0.627,-0.001,SmartTV,Premium,0.397,0.453
USR_02094,759.5,54.7,4,0.577,13,0.123,0.734,0.142,0.001,SmartTV,Basic,0.708,0.356
USR_02188,830.8,65.3,11,0.58,12,0.034,0.761,0.069,0.136,Mobile,Standard,0.631,0.552
USR_03037,434.5,23.9,8,0.445,18,0.225,0.128,0.504,0.143,Mobile,Free,0.1,0.47
USR_03919,2308.4,46.3,21,0.677,49,0.369,0.207,0.234,0.19,SmartTV,Standard,0.443,0.603
USR_01273,1036.8,53.7,4,0.808,19,0.0,0.803,0.196,0.001,SmartTV,Basic,0.637,0.573
USR_00291,2501.4,63.3,16,0.982,39,0.798,0.125,0.063,0.014,SmartTV,Premium,0.565,0.912
USR_04828,3223.3,73.3,18,0.969,43,0.254,0.064,0.24,0.442,SmartTV,Standard,0.642,0.892
USR_00253,2104.0,65.3,17,0.933,32,0.795,0.082,0.041,0.082,SmartTV,Standard,0.348,0.898
USR_03246,385.4,21.3,4,0.257,18,0.212,0.091,0.413,0.284,Mobile,Standard,0.222,0.323
USR_00351,2879.3,72.4,18,0.83,39,0.767,0.072,0.074,0.087,SmartTV,Standard,0.528,0.884
USR_01188,2999.9,55.0,19,0.896,54,0.878,0.032,0.023,0.067,SmartTV,Basic,0.476,0.876
USR_01962,1040.6,23.7,8,0.712,40,0.0,0.756,0.116,0.128,SmartTV,Standard,0.599,0.38
USR_00423,2616.3,73.0,20,0.85,35,0.79,0.064,0.146,0.0,Mobile,Standard,0.443,0.757
USR_00091,2509.7,48.2,16,0.932,52,0.771,0.052,0.177,0.0,Console,Standard,0.334,0.728
USR_03730,1815.1,43.5,21,0.817,41,0.405,0.229,0.23,0.136,Mobile,Basic,0.367,0.83
USR_02237,766.3,55.7,8,0.657,13,0.114,0.71,0.172,0.004,SmartTV,Standard,0.667,0.446
USR_00671,2462.1,32.4,22,0.932,76,0.737,0.127,0.027,0.109,Mobile,Standard,0.515,0.904
USR_03041,400.9,24.1,7,0.332,16,0.128,0.071,0.515,0.286,Mobile,Free,0.2,0.314
USR_00027,2923.4,55.1,18,0.908,53,0.798,0.036,0.103,0.063,SmartTV,Premium,0.389,0.859
USR_00430,2554.8,49.1,26,0.91,51,0.785,0.087,0.128,0.0,SmartTV,Standard,0.309,0.911
USR_00684,3803.0,54.3,21,0.89,70,0.805,0.018,0.177,0.0,Web,Standard,0.44,0.908
USR_04464,3294.0,48.5,12,0.955,60,0.255,0.012,0.168,0.565,SmartTV,Standard,0.543,0.878
USR_03946,1693.3,31.0,14,0.74,54,0.246,0.293,0.309,0.152,Console,Premium,0.472,0.744
USR_03524,1743.2,44.4,16,0.749,39,0.206,0.263,0.262,0.269,Web,Free,0.433,0.617
USR_01542,615.8,54.3,6,0.662,11,0.054,0.758,0.188,0.0,Tablet,Premium,0.556,0.356
USR_02032,1421.9,69.9,9,0.839,20,0.071,0.75,0.122,0.057,SmartTV,Premium,0.551,0.564
USR_02233,1117.2,57.8,8,0.676,19,0.058,0.644,0.134,0.164,Web,Standard,0.552,0.349
USR_04121,1602.4,54.7,16,0.675,29,0.301,0.253,0.228,0.218,Mobile,Free,0.346,0.705
USR_03236,512.9,16.8,8,0.267,30,0.213,0.108,0.634,0.045,SmartTV,Basic,0.108,0.141
USR_00255,2557.3,36.2,22,0.864,70,0.841,0.048,0.084,0.027,SmartTV,Standard,0.479,0.877
USR_01030,2252.3,54.4,27,0.891,41,0.708,0.032,0.13,0.13,Web,Premium,0.524,0.873
USR_04393,2043.8,44.7,18,0.686,45,0.155,0.227,0.265,0.353,Tablet,Premium,0.339,0.521
USR_03801,1026.3,37.6,15,0.678,27,0.231,0.223,0.276,0.27,Mobile,Standard,0.431,0.672
USR_04311,1683.4,28.9,11,0.773,58,0.268,0.301,0.232,0.199,Web,Premium,0.503,0.715
USR_02510,662.9,18.3,2,0.475,35,0.084,0.1,0.541,0.275,Mobile,Premium,0.635,0.348
USR_02293,509.9,9.4,6,0.461,35,0.069,0.056,0.519,0.356,SmartTV,Basic,0.412,0.327
USR_01324,789.2,60.3,8,0.645,13,0.087,0.812,0.101,0.0,Tablet,Free,0.72,0.412
USR_01551,1157.3,50.2,8,0.806,23,0.043,0.698,0.238,0.021,Web,Premium,0.66,0.268
USR_04648,3231.1,97.5,22,0.933,33,0.418,0.08,0.176,0.326,Tablet,Premium,0.509,0.9
USR_00316,2775.6,74.1,24,0.964,37,0.659,0.005,0.093,0.243,SmartTV,Premium,0.46,0.994
USR_01243,3185.0,54.3,15,0.909,58,0.808,0.018,0.054,0.12,Web,Basic,0.418,0.878
USR_02451,742.8,14.7,10,0.257,35,0.285,0.206,0.31,0.199,SmartTV,Free,0.367,0.407
USR_01579,797.9,53.7,4,0.796,14,0.006,0.698,0.155,0.141,SmartTV,Basic,0.784,0.433
USR_04626,2672.8,45.0,9,0.994,59,0.185,0.023,0.175,0.617,SmartTV,Standard,0.772,0.975
USR_03117,331.2,7.9,6,0.554,35,0.215,0.031,0.532,0.222,SmartTV,Standard,0.259,0.0
USR_00070,2579.6,56.4,22,0.858,45,0.775,0.072,0.014,0.139,SmartTV,Premium,0.312,0.909
USR_00860,3070.6,51.0,17,0.816,60,0.628,0.056,0.18,0.136,SmartTV,Premium,0.409,0.874
USR_02754,578.3,23.0,3,0.232,25,0.22,0.234,0.319,0.227,Tablet,Free,0.19,0.413
USR_01633,1276.4,62.1,7,0.71,20,0.142,0.805,0.052,0.001,Mobile,Standard,0.704,0.4
USR_01651,319.9,48.2,3,0.546,6,0.013,0.624,0.109,0.254,SmartTV,Basic,0.631,0.5
USR_03861,1660.8,37.6,21,0.819,44,0.352,0.182,0.268,0.198,Web,Premium,0.498,0.83
USR_03107,574.1,16.4,6,0.332,34,0.088,0.088,0.479,0.345,Mobile,Free,0.385,0.247
USR_01075,2364.8,48.8,20,0.882,48,0.79,0.042,0.086,0.082,Tablet,Standard,0.528,0.961
USR_04002,2030.4,40.4,12,0.746,50,0.326,0.301,0.2,0.173,SmartTV,Standard,0.243,0.71
USR_00788,2280.7,57.9,18,0.932,39,0.814,0.05,0.136,0.0,SmartTV,Standard,0.354,0.811
USR_02606,362.3,23.1,3,0.446,15,0.11,0.228,0.305,0.357,Mobile,Basic,0.307,0.16
USR_03631,1954.7,44.1,14,0.846,44,0.301,0.158,0.204,0.337,SmartTV,Basic,0.286,0.404
USR_02122,1221.7,65.9,9,0.776,18,0.0,0.871,0.094,0.035,SmartTV,Premium,0.629,0.336
USR_01875,849.2,49.2,9,0.695,17,0.088,0.643,0.114,0.155,SmartTV,Premium,0.906,0.567
USR_00812,2408.2,60.4,15,0.837,39,0.775,0.072,0.152,0.001,SmartTV,Standard,0.408,0.882
USR_00388,2262.5,75.1,14,0.959,30,0.76,0.094,0.104,0.042,SmartTV,Premium,0.511,0.819
USR_02883,893.7,21.6,9,0.512,35,0.287,0.148,0.56,0.005,Mobile,Premium,0.176,0.354
USR_01176,2174.5,52.6,24,0.744,41,0.789,0.094,0.058,0.059,SmartTV,Premium,0.353,0.701
USR_03198,459.8,11.2,4,0.36,35,0.251,0.214,0.469,0.066,Mobile,Free,0.535,0.616
USR_02624,449.2,8.1,4,0.287,35,0.253,0.172,0.576,-0.001,Web,Free,0.391,0.172
USR_01352,426.7,69.1,9,0.747,6,0.026,0.794,0.157,0.023,SmartTV,Standard,0.522,0.591
USR_00411,2949.1,42.1,18,0.942,70,0.721,0.095,0.184,0.0,Tablet,Premium,0.388,0.905
USR_04213,1666.5,27.8,20,0.668,59,0.271,0.252,0.202,0.275,Mobile,Standard,0.352,0.785
USR_00110,1847.6,51.4,27,0.871,35,0.791,0.053,0.101,0.055,SmartTV,Premium,0.332,0.735
USR_04996,1869.3,68.2,17,0.921,27,0.373,0.079,0.238,0.31,SmartTV,Premium,0.654,0.793
USR_03430,490.1,25.4,7,0.327,19,0.24,0.18,0.532,0.048,Console,Free,0.379,0.455
USR_02810,288.3,12.4,1,0.374,23,0.106,0.163,0.393,0.338,Mobile,Basic,0.528,0.299
USR_02595,533.2,21.2,6,0.368,25,0.187,0.108,0.384,0.321,Tablet,Free,0.345,0.434
USR_02837,136.1,16.6,1,0.293,8,0.173,0.129,0.633,0.065,SmartTV,Basic,0.433,0.123
USR_02373,240.7,15.2,8,0.416,15,0.244,0.103,0.403,0.25,Mobile,Standard,0.321,0.147
USR_01236,2181.5,38.9,28,0.952,56,0.819,0.058,0.078,0.045,Tablet,Standard,0.443,0.976
USR_02147,501.0,55.4,9,0.544,9,0.088,0.629,0.0,0.283,Web,Premium,0.573,0.346
USR_04976,3464.8,81.1,8,1.0,42,0.332,0.095,0.155,0.418,Mobile,Standard,0.551,0.788
USR_00600,1788.8,53.6,22,0.921,33,0.74,0.066,0.098,0.096,Web,Free,0.346,0.841
USR_01435,1097.6,46.6,4,0.761,23,0.025,0.722,0.12,0.133,SmartTV,Premium,0.769,0.293
USR_04997,3067.5,81.6,20,1.0,37,0.167,0.083,0.264,0.486,SmartTV,Premium,0.529,0.93
USR_00539,2146.1,37.1,27,0.85,57,0.666,0.053,0.103,0.178,Mobile,Premium,0.28,0.877
USR_00722,3072.8,45.4,19,0.832,67,0.697,0.165,0.139,-0.001,Mobile,Standard,0.508,0.889
USR_04411,3671.5,72.5,19,0.977,50,0.332,0.06,0.109,0.499,SmartTV,Standard,0.487,0.867
USR_01873,826.1,64.3,11,0.526,12,0.112,0.688,0.2,0.0,Mobile,Standard,0.719,0.415
USR_02846,519.6,24.2,4,0.422,21,0.228,0.0,0.405,0.367,Tablet,Standard,0.33,0.274
USR_02054,894.7,72.3,11,0.47,12,0.04,0.768,0.061,0.131,Tablet,Basic,0.667,0.471
USR_02908,80.0,21.8,6,0.291,3,0.244,0.035,0.405,0.316,Mobile,Basic,0.265,0.381
USR_02255,206.4,32.3,2,0.618,6,0.206,0.089,0.582,0.123,Mobile,Standard,0.51,0.128
USR_03913,2104.3,40.4,14,0.663,52,0.284,0.18,0.178,0.358,SmartTV,Standard,0.292,0.791
USR_00178,2592.2,40.7,25,0.94,63,0.72,0.116,0.087,0.077,Console,Standard,0.443,0.871
USR_02891,502.1,38.0,5,0.474,13,0.176,0.043,0.568,0.213,Mobile,Premium,0.353,0.0
USR_03674,1582.0,35.5,18,0.633,44,0.35,0.275,0.268,0.107,Mobile,Basic,0.411,0.589
USR_00081,1795.0,44.0,17,0.834,40,0.759,0.068,0.173,0.0,Console,Standard,0.34,0.929
USR_02562,357.9,8.1,2,0.616,35,0.17,0.0,0.469,0.361,Tablet,Free,0.159,0.309
USR_01724,1080.7,38.9,11,0.625,27,0.053,0.693,0.103,0.151,Tablet,Basic,0.762,0.452
USR_01618,1003.7,61.5,8,0.78,16,0.061,0.696,0.183,0.06,Web,Standard,0.753,0.516
USR_01655,1258.3,36.6,7,0.779,34,0.01,0.559,0.164,0.267,SmartTV,Basic,0.73,0.333
USR_02329,155.6,17.2,4,0.417,9,0.265,0.213,0.521,0.001,Tablet,Basic,0.202,0.248
USR_04614,2524.8,77.6,12,0.91,32,0.063,0.101,0.165,0.671,Mobile,Premium,0.49,0.931
USR_00222,2122.2,60.3,25,0.907,35,0.828,0.053,0.119,0.0,Web,Premium,0.333,0.819
USR_00094,1756.2,65.1,19,0.853,26,0.641,0.044,0.0,0.315,Tablet,Premium,0.293,0.911
USR_02610,645.2,21.7,6,0.368,29,0.252,0.064,0.509,0.175,Mobile,Basic,0.281,0.64
USR_03383,286.8,16.5,6,0.4,17,0.199,0.134,0.578,0.089,Tablet,Free,0.213,0.262
USR_04416,1746.3,76.3,10,1.0,22,0.249,0.089,0.115,0.547,SmartTV,Premium,0.438,0.998
USR_01398,1005.9,38.3,9,0.442,26,0.05,0.802,0.148,0.0,SmartTV,Standard,0.697,0.658
USR_04687,2903.2,86.3,19,0.998,33,0.172,0.076,0.193,0.559,SmartTV,Premium,0.582,0.963
USR_01293,1271.2,41.4,8,0.455,30,0.014,0.781,0.163,0.042,SmartTV,Premium,0.855,0.581
USR_02165,1003.3,46.8,9,0.617,21,0.13,0.729,0.142,-0.001,SmartTV,Free,0.61,0.518
USR_02940,281.8,26.7,10,0.487,10,0.206,0.096,0.518,0.18,Mobile,Basic,0.245,0.246
USR_03669,1829.8,42.4,18,0.672,43,0.331,0.1,0.237,0.332,Web,Standard,0.39,0.407
USR_00813,1384.9,60.2,22,0.843,23,0.634,0.085,0.087,0.194,SmartTV,Premium,0.465,0.999
USR_01259,784.5,53.6,12,0.781,14,0.095,0.704,0.201,0.0,SmartTV,Standard,0.788,0.488
USR_00890,2763.8,52.4,21,0.89,52,0.839,0.085,0.076,0.0,SmartTV,Premium,0.377,0.901
USR_01452,748.2,20.0,5,0.511,37,0.099,0.684,0.127,0.09,Tablet,Standard,0.795,0.337
USR_03317,517.7,27.5,6,0.448,18,0.189,0.102,0.709,0.0,Tablet,Basic,0.381,0.352
USR_02560,608.0,20.9,10,0.395,29,0.016,0.028,0.586,0.37,Mobile,Basic,0.173,0.17
USR_03575,850.7,47.1,18,0.725,18,0.336,0.168,0.238,0.258,Mobile,Basic,0.426,0.548
USR_02681,291.8,11.1,9,0.317,26,0.273,0.079,0.381,0.267,Tablet,Basic,0.423,0.205
USR_04652,3515.5,85.8,17,0.971,40,0.206,0.065,0.204,0.525,SmartTV,Standard,0.615,0.887
USR_04812,3403.3,84.8,12,0.947,40,0.275,0.007,0.284,0.434,SmartTV,Standard,0.417,1.0
USR_04680,2346.5,72.8,19,0.944,32,0.27,0.075,0.19,0.465,SmartTV,Standard,0.557,0.918
USR_02965,536.5,32.5,8,0.644,16,0.185,0.082,0.57,0.163,SmartTV,Free,0.464,0.103
USR_02673,751.8,24.2,6,0.504,31,0.221,0.01,0.448,0.321,Mobile,Standard,0.236,0.198
USR_00562,2475.0,69.2,23,0.822,35,0.708,0.064,0.0,0.228,SmartTV,Premium,0.554,0.885
USR_02779,540.0,20.1,9,0.378,26,0.311,0.122,0.532,0.035,Mobile,Basic,0.604,0.227
USR_02949,423.1,25.1,1,0.311,16,0.397,0.135,0.469,-0.001,Tablet,Free,0.445,0.182
USR_02818,337.8,26.3,5,0.523,12,0.134,0.095,0.511,0.26,Mobile,Free,0.502,0.0
USR_02759,478.6,17.4,5,0.39,27,0.151,0.105,0.744,0.0,SmartTV,Basic,0.506,0.169
USR_01757,525.9,29.8,9,0.657,17,0.144,0.6,0.134,0.122,SmartTV,Standard,0.72,0.28
USR_00725,2896.7,50.4,21,0.909,57,0.798,0.042,0.16,0.0,Mobile,Premium,0.249,0.911
USR_00220,2635.1,62.8,15,0.943,41,0.69,0.045,0.113,0.152,SmartTV,Premium,0.58,1.0
USR_04140,1653.3,43.9,21,0.824,37,0.27,0.216,0.231,0.283,SmartTV,Standard,0.515,0.537
USR_03958,1526.2,41.5,19,0.648,36,0.271,0.125,0.238,0.366,SmartTV,Standard,0.53,0.469
USR_01589,930.0,50.7,5,0.618,18,0.049,0.805,0.087,0.059,SmartTV,Premium,0.504,0.184
USR_03348,426.8,17.8,3,0.461,23,0.128,0.165,0.439,0.268,Tablet,Basic,0.464,0.586
USR_03971,1904.3,38.6,18,0.792,49,0.288,0.174,0.227,0.311,Console,Premium,0.478,0.62
USR_04708,3188.4,75.3,6,0.946,42,0.277,0.064,0.152,0.507,SmartTV,Standard,0.565,0.896
USR_00044,2359.9,59.4,18,0.849,39,0.685,0.057,0.148,0.11,SmartTV,Free,0.341,0.89
USR_03002,506.9,16.6,6,0.488,30,0.144,0.194,0.304,0.358,Tablet,Free,0.509,0.383
USR_00211,3067.9,59.3,20,0.88,51,0.667,0.084,0.144,0.105,SmartTV,Free,0.384,0.812
USR_00678,2051.2,58.3,21,0.913,35,0.659,0.03,0.094,0.217,Mobile,Premium,0.572,0.841
USR_00355,2544.8,57.0,18,0.869,44,0.584,0.067,0.171,0.178,SmartTV,Premium,0.302,0.803
USR_01434,697.9,23.9,8,0.622,29,0.031,0.593,0.15,0.226,Console,Premium,0.831,0.371
USR_00950,2285.2,34.5,21,0.929,66,0.85,0.079,0.072,-0.001,SmartTV,Basic,0.262,0.81
USR_02844,564.1,20.4,6,0.502,27,0.284,0.038,0.661,0.017,SmartTV,Basic,0.29,0.211
USR_00578,2439.4,57.8,19,0.845,42,0.801,0.015,0.117,0.067,Mobile,Standard,0.348,0.935
USR_03929,1320.4,47.2,16,0.71,27,0.291,0.283,0.333,0.093,Tablet,Standard,0.441,0.639
USR_00545,2227.3,57.4,21,0.821,38,0.776,0.011,0.17,0.043,SmartTV,Premium,0.312,0.834
USR_00368,2471.0,41.8,16,0.836,59,0.809,0.089,0.102,0.0,Web,Premium,0.297,0.834
